MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,YrSold,SaleType,SaleCondition,GarageYrBlt_2,MoSold_2,ln_y
70,RL,12000,Reg,Bnk,Inside,Crawfor,Norm,1Fam,2Story,7,7,1941,1950,Gable,MetalSd,MetalSd,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,Rec,275,Unf,0,429,704,Ex,860,704,0,1564,0,0,1,1,3,1,Fa,7,1,Gd,Attchd,Unf,1,234,TA,0,0,0,0,0,0,No_Fence,0,2009,WD,Normal,1900_1950,Juillet_Septembre,12.069680020624618
50,RM,5700,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,7,7,1926,1950,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,572,572,TA,572,539,0,1111,0,0,1,0,2,1,TA,5,1,Gd,Detchd,Unf,1,288,TA,0,0,176,0,0,0,No_Fence,0,2008,WD,Normal,1980_200,Juillet_Septembre,11.66907414746016
70,RM,9000,Reg,Lvl,Inside,OldTown,Artery,1Fam,2Story,7,9,1920,1988,Hip,VinylSd,VinylSd,No_Fence,0.0,TA,Gd,PConc,TA,TA,No,ALQ,624,Unf,0,26,650,Ex,832,650,0,1482,0,1,1,0,3,1,TA,7,0,No_FirePlace,Detchd,Unf,2,324,TA,0,0,0,0,0,0,No_Fence,0,2009,WD,Normal,1900_1950,Juillet_Septembre,11.870599909242044
20,RL,8280,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1950,1950,Gable,BrkFace,BrkFace,GdPrv,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,932,932,Ex,932,0,0,932,0,0,1,0,2,1,Gd,4,1,Gd,Attchd,Unf,1,306,TA,0,0,214,0,0,0,GdPrv,0,2007,WD,Normal,1950_1980,Octobre_Decembre,11.728036844587175
20,RL,17755,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,4,1959,1959,Gable,HdBoard,Plywood,No_Fence,132.0,TA,TA,CBlock,TA,TA,No,BLQ,176,Unf,0,1290,1466,TA,1466,0,0,1466,0,0,1,1,3,1,Fa,6,2,Gd,Attchd,Fin,2,528,TA,0,140,0,0,100,0,No_Fence,0,2006,WD,Normal,1950_1980,Octobre_Decembre,11.917723684090689
20,RL,14115,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1Story,6,7,1956,2004,Gable,Stone,Stone,No_Fence,0.0,TA,TA,PConc,TA,TA,No,ALQ,296,GLQ,547,230,1073,Ex,1811,0,0,1811,0,0,1,0,2,1,Ex,6,1,Gd,Attchd,Fin,2,470,TA,0,0,280,0,0,0,No_Fence,0,2006,WD,Abnorml,1950_1980,Juillet_Septembre,12.345834587905333
30,RM,5890,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1Story,6,8,1930,2007,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,538,Unf,0,278,816,Ex,816,0,0,816,0,0,1,0,2,1,TA,5,0,No_FirePlace,Detchd,Unf,1,432,TA,0,0,96,0,0,0,No_Fence,0,2008,WD,Normal,2000_plus,Avril_Juin,11.699405031912846
60,RL,13700,IR1,Lvl,Inside,NAmes,Norm,1Fam,2Story,7,6,1965,1988,Gable,VinylSd,VinylSd,GdPrv,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,454,Unf,0,410,864,TA,902,918,0,1820,0,0,1,2,4,1,Gd,8,2,Gd,Attchd,Unf,2,492,TA,60,84,0,0,273,0,GdPrv,0,2008,WD,Normal,1950_1980,Avril_Juin,12.215032386901646
20,RL,10768,IR1,Lvl,Corner,Veenker,Norm,1Fam,1Story,5,8,1976,2004,Gable,Plywood,Plywood,No_Fence,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,0,280,1437,TA,1437,0,0,1437,1,0,2,0,3,1,Gd,6,1,Fa,Attchd,RFn,2,528,TA,0,21,0,0,180,0,No_Fence,0,2007,WD,Normal,1950_1980,Juillet_Septembre,12.292250341771226
80,RL,9350,Reg,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,8,1965,1999,Gable,BrkFace,BrkFace,MnPrv,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633,Unf,0,586,1219,Gd,1265,0,0,1265,0,1,2,0,3,1,Gd,6,1,Gd,Attchd,RFn,2,502,TA,0,92,0,96,0,0,MnPrv,0,2008,WD,Normal,1950_1980,Octobre_Decembre,12.100156419938624
120,RL,5001,IR1,Lvl,Inside,NridgHt,Norm,Twnhs,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,No_Fence,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,Ex,1314,0,0,1314,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2,626,TA,172,62,0,0,0,0,No_Fence,0,2009,WD,Normal,2000_plus,Juillet_Septembre,12.345834587905333
20,RL,11932,Reg,Lvl,FR2,Somerst,Feedr,1Fam,1Story,8,5,2007,2008,Gable,VinylSd,VinylSd,No_Fence,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,Ex,1580,0,0,1580,0,0,2,0,3,1,Gd,7,0,No_FirePlace,Attchd,RFn,3,830,TA,0,24,0,0,0,0,No_Fence,0,2008,ConLD,Partial,2000_plus,Avril_Juin,12.367885325692589
60,RL,9120,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,6,6,1974,1974,Hip,HdBoard,HdBoard,No_Fence,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,442,Unf,0,459,901,TA,943,933,0,1876,0,0,2,1,4,1,Gd,8,1,TA,Attchd,RFn,2,540,Gd,0,69,0,0,0,0,No_Fence,0,2008,WD,Normal,1950_1980,Juillet_Septembre,12.128111104060462
160,RL,2280,Reg,Lvl,Inside,NPkVill,Norm,Twnhs,2Story,6,5,1978,1978,Gable,Plywood,Brk Cmn,No_Fence,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311,Unf,0,544,855,Fa,855,601,0,1456,0,0,2,1,3,1,TA,7,1,TA,Attchd,Unf,2,440,TA,26,0,0,0,0,0,No_Fence,0,2010,WD,Normal,1950_1980,Juillet_Septembre,11.891361900690473
20,RL,14778,IR1,Low,CulDSac,Crawfor,PosN,1Fam,1Story,6,7,1954,2006,Hip,HdBoard,HdBoard,No_Fence,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728,Unf,0,568,1296,Ex,1640,0,0,1640,1,0,1,0,3,1,Gd,7,1,Gd,Detchd,Unf,2,924,TA,108,0,0,216,0,0,No_Fence,0,2008,WD,Normal,1980_200,Octobre_Decembre,12.319401330837177
20,RL,8724,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,5,1968,1968,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,492,Unf,0,402,894,Gd,894,0,0,894,0,0,1,0,3,1,TA,5,1,Po,Attchd,Fin,2,450,TA,0,0,0,0,0,0,No_Fence,0,2007,WD,Normal,1950_1980,Avril_Juin,11.76756768334381
90,RL,12900,Reg,Lvl,Inside,Sawyer,Feedr,Duplex,SFoyer,4,4,1969,1969,Gable,Plywood,Plywood,No_Fence,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1198,Unf,0,0,1198,TA,1258,0,0,1258,2,0,0,2,0,2,TA,6,0,No_FirePlace,CarPort,Unf,2,400,Fa,120,0,0,0,0,0,No_Fence,0,2008,WD,Alloca,1950_1980,Janvier_Mars,11.598726943661342
80,RL,16157,IR1,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,5,7,1978,1978,Gable,Plywood,Plywood,No_Fence,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,680,Rec,391,289,1360,Ex,1432,0,0,1432,1,0,1,1,2,1,Gd,5,1,TA,Attchd,Unf,2,588,TA,168,180,0,0,0,0,No_Fence,0,2007,WD,Normal,1950_1980,Avril_Juin,12.175613438045465
20,RL,9541,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,No_Fence,268.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1502,1502,Ex,1502,0,0,1502,0,0,2,0,3,1,Gd,7,0,No_FirePlace,Attchd,RFn,2,644,TA,0,114,0,0,0,0,No_Fence,0,2009,New,Partial,2000_plus,Juillet_Septembre,12.359523080243038
20,RL,10475,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,No_Fence,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1694,1694,Ex,1694,0,0,1694,0,0,2,0,3,1,Gd,7,0,No_FirePlace,Attchd,RFn,3,776,TA,160,33,0,0,0,0,No_Fence,0,2010,WD,Normal,2000_plus,Janvier_Mars,12.41044104151805
60,RL,10852,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,173,959,Ex,959,712,0,1671,1,0,2,1,3,1,TA,7,1,TA,Attchd,Fin,2,472,TA,0,38,0,0,0,0,No_Fence,0,2006,WD,Normal,2000_plus,Janvier_Mars,12.061046873479915
70,RL,13728,Reg,Lvl,Corner,Edwards,Norm,1Fam,2Story,6,7,1935,1986,Hip,Stucco,Stucco,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,Rec,626,Unf,0,501,1127,Ex,1236,872,0,2108,0,0,2,0,4,1,Gd,7,2,TA,Basment,Unf,2,540,TA,0,0,0,0,90,0,No_Fence,0,2008,WD,Normal,1900_1950,Juillet_Septembre,12.367340793126296
60,RL,35760,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,10,5,1995,1996,Hip,HdBoard,HdBoard,No_Fence,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1387,Unf,0,543,1930,Ex,1831,1796,0,3627,1,0,3,1,4,1,Gd,10,1,TA,Attchd,Fin,3,807,TA,361,76,0,0,0,0,No_Fence,0,2006,WD,Normal,1980_200,Juillet_Septembre,13.345506928718539
80,RL,9880,Reg,Lvl,Inside,Mitchel,Norm,1Fam,SLvl,6,6,1977,1977,Gable,Plywood,Plywood,GdPrv,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522,Unf,0,574,1096,TA,1118,0,0,1118,1,0,1,0,3,1,TA,6,1,Po,Attchd,Fin,1,358,TA,203,0,0,0,0,576,GdPrv,0,2008,WD,Normal,1950_1980,Juillet_Septembre,12.049418835484797
20,RL,9120,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,6,1958,1958,Hip,MetalSd,MetalSd,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,ALQ,662,Unf,0,599,1261,Ex,1261,0,0,1261,1,0,1,0,3,1,TA,6,1,TA,Attchd,RFn,2,433,TA,0,0,0,0,288,0,No_Fence,1400,2008,WD,Normal,1950_1980,Octobre_Decembre,12.0015054797889
160,FV,4017,IR1,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,Ex,625,625,0,1250,0,0,2,1,2,1,Gd,5,0,No_FirePlace,Detchd,Fin,2,625,TA,0,54,0,0,0,0,No_Fence,0,2008,WD,Normal,2000_plus,Janvier_Mars,12.05466819137094
50,RL,18030,IR1,Bnk,Inside,ClearCr,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,MetalSd,MetalSd,MnPrv,0.0,TA,TA,CBlock,TA,TA,No,Rec,152,BLQ,469,977,1598,TA,1636,971,479,3086,0,0,3,0,3,1,Ex,12,1,Gd,No_Garage,No_Garage,0,0,No_Garage,122,0,0,0,0,0,MnPrv,0,2007,WD,Normal,None,Janvier_Mars,12.20856952572876
70,RL,16560,IR1,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,8,1932,1950,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,503,Unf,0,449,952,TA,1170,1175,0,2345,0,0,2,1,4,1,TA,9,1,Gd,Detchd,Unf,2,360,TA,0,0,0,0,0,0,No_Fence,0,2006,WD,Normal,1900_1950,Juillet_Septembre,12.384218830913648
50,RL,10678,Reg,Lvl,Inside,NoRidge,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,HdBoard,HdBoard,No_Fence,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,983,1683,Ex,2129,743,0,2872,0,0,2,1,4,1,Gd,9,1,TA,Attchd,Fin,2,541,TA,0,33,0,0,0,0,No_Fence,0,2007,WD,Normal,1980_200,Avril_Juin,12.560244459250788
20,RL,6951,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,5,5,1984,1985,Gable,HdBoard,Plywood,MnPrv,0.0,TA,TA,CBlock,TA,TA,No,ALQ,658,Unf,0,218,876,TA,923,0,0,923,1,0,1,0,3,1,TA,5,0,No_FirePlace,Attchd,Unf,1,264,TA,362,0,0,0,0,0,MnPrv,0,2008,WD,Normal,1980_200,Octobre_Decembre,11.691071650353702
50,RM,3950,Reg,Bnk,Inside,OldTown,Artery,1Fam,1.5Fin,6,8,1926,2004,Gable,MetalSd,MetalSd,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,350,818,TA,818,406,0,1224,0,0,1,0,3,1,TA,5,0,No_FirePlace,Detchd,Unf,1,210,TA,0,0,116,0,0,0,No_Fence,0,2009,WD,Normal,1900_1950,Octobre_Decembre,11.652687407345388
50,RL,7681,IR1,Lvl,FR2,Crawfor,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,731,731,Ex,820,523,0,1343,0,0,1,1,3,1,TA,7,1,Gd,Detchd,Unf,1,186,Fa,192,0,102,0,0,0,No_Fence,0,2009,WD,Normal,1900_1950,Juillet_Septembre,11.95053502640496
20,RL,8335,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,5,1954,1954,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,TA,Slab,No_Basement,No_Basement,No_Basement,No_Basement,0,No_Basement,0,0,0,Gd,1124,0,0,1124,0,0,1,0,3,1,TA,5,1,Gd,No_Garage,No_Garage,0,0,No_Garage,0,36,190,0,0,0,No_Fence,0,2006,WD,Normal,None,Avril_Juin,11.440354772135393
60,RL,11170,IR2,Lvl,Corner,Timber,Norm,1Fam,2Story,7,5,1990,1991,Gable,MetalSd,MetalSd,GdPrv,0.0,TA,TA,Wood,Gd,TA,No,LwQ,1216,Unf,0,0,1216,Ex,1298,1216,0,2514,0,0,2,1,4,1,TA,8,0,No_FirePlace,Attchd,Fin,2,693,TA,0,0,0,0,0,0,GdPrv,0,2006,WD,Normal,1980_200,Avril_Juin,12.429216196844383
120,RM,5587,IR1,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CemntBd,CmentBd,No_Fence,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1480,Unf,0,120,1600,Ex,1652,0,0,1652,1,1,2,0,2,1,Gd,5,1,Gd,Attchd,Fin,2,482,TA,162,53,0,153,0,0,No_Fence,0,2008,New,Partial,2000_plus,Octobre_Decembre,12.8802918162046
60,RL,15623,IR1,Lvl,Corner,NoRidge,Norm,1Fam,2Story,10,5,1996,1996,Hip,Wd Sdng,ImStucc,MnPrv,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,2096,Unf,0,300,2396,Ex,2411,2065,0,4476,1,0,3,1,4,1,Ex,10,2,TA,Attchd,Fin,3,813,TA,171,78,0,0,0,555,MnPrv,0,2007,WD,Abnorml,1980_200,Juillet_Septembre,13.521139497361697
30,RL,10800,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,6,1920,1950,Hip,Stucco,Stucco,No_Fence,0.0,TA,TA,BrkTil,TA,TA,No,Rec,821,Unf,0,299,1120,Ex,1130,0,0,1130,1,0,1,0,2,1,TA,5,1,Gd,Detchd,Unf,2,720,TA,229,0,0,0,0,0,No_Fence,0,2006,WD,Normal,1950_1980,Avril_Juin,11.695247021764184
20,RL,35133,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,5,4,1963,1963,Hip,MetalSd,MetalSd,No_Fence,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,1159,Unf,0,413,1572,Gd,1572,0,0,1572,1,0,1,1,3,1,TA,5,2,TA,2Types,RFn,3,995,TA,0,263,0,0,263,0,No_Fence,0,2007,WD,Normal,1950_1980,Avril_Juin,12.137258329529814
50,RL,9738,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,AsbShng,AsbShng,No_Fence,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,0,392,784,Gd,949,272,0,1221,1,0,1,0,4,1,TA,7,0,No_FirePlace,Attchd,Unf,1,392,TA,0,0,236,0,0,0,No_Fence,0,2006,WD,Normal,1950_1980,Janvier_Mars,11.560762794384388
190,RL,10615,IR1,Bnk,Corner,OldTown,Artery,2fmCon,2Story,3,5,1900,1970,Gable,HdBoard,HdBoard,No_Fence,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,440,Unf,0,538,978,TA,1014,685,0,1699,1,0,2,0,3,2,TA,7,0,No_FirePlace,CarPort,Unf,2,420,Fa,0,74,0,0,0,0,No_Fence,0,2009,WD,Abnorml,1900_1950,Juillet_Septembre,11.461632170582678
20,RL,12461,Reg,Lvl,Corner,NoRidge,Norm,1Fam,1Story,8,5,1994,1995,Gable,ImStucc,ImStucc,GdPrv,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456,Unf,0,168,1624,Ex,1624,0,0,1624,1,0,2,0,2,1,Gd,5,1,Fa,Attchd,RFn,3,757,TA,0,114,192,0,0,0,GdPrv,0,2006,WD,Normal,1980_200,Juillet_Septembre,12.476099782743233
60,RL,8935,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,No_Fence,95.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,831,831,Ex,831,829,0,1660,0,0,2,1,3,1,Gd,7,0,No_FirePlace,Attchd,RFn,2,493,TA,144,68,0,0,0,0,No_Fence,0,2009,WD,Normal,2000_plus,Juillet_Septembre,12.180754837545884
60,RL,7500,Reg,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,994,994,Gd,1028,776,0,1804,0,0,2,1,3,1,Gd,7,1,TA,Attchd,Fin,2,442,TA,140,60,0,0,0,0,No_Fence,0,2010,WD,Normal,1980_200,Avril_Juin,12.14950229404178
190,RL,32463,Reg,Low,Inside,Mitchel,Norm,2fmCon,1Story,4,4,1961,1975,Gable,MetalSd,MetalSd,No_Fence,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,1159,Unf,0,90,1249,Ex,1622,0,0,1622,1,0,1,0,3,1,TA,7,1,TA,2Types,Fin,4,1356,TA,439,0,0,0,0,0,No_Fence,0,2007,WD,Normal,1950_1980,Janvier_Mars,12.031719258385396
160,FV,2645,Reg,Lvl,Inside,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,No_Fence,456.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,776,776,Ex,764,677,0,1441,0,0,2,1,2,1,Gd,5,0,No_FirePlace,Detchd,Unf,2,492,TA,206,0,0,0,0,0,No_Fence,0,2007,WD,Normal,1980_200,Octobre_Decembre,12.066810578196666
50,RM,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,VinylSd,VinylSd,GdWo,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,702,702,Gd,842,630,0,1472,0,0,1,0,3,1,Gd,6,0,No_FirePlace,Detchd,Unf,1,250,TA,0,0,84,0,0,0,GdWo,0,2007,WD,Normal,1900_1950,Juillet_Septembre,11.736069016284437
120,RM,4500,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,VinylSd,VinylSd,No_Fence,425.0,TA,TA,PConc,Ex,TA,No,GLQ,883,Unf,0,341,1224,Ex,1224,0,0,1224,1,0,2,0,2,1,TA,5,0,No_FirePlace,Attchd,Fin,2,402,TA,0,304,0,0,0,0,No_Fence,0,2009,WD,Normal,1980_200,Avril_Juin,12.013700752882718
60,RL,9364,Reg,Lvl,Corner,Sawyer,Norm,1Fam,2Story,6,7,1969,1969,Gable,HdBoard,HdBoard,MnPrv,143.0,TA,TA,CBlock,TA,TA,No,ALQ,371,Unf,0,292,663,TA,663,689,0,1352,0,0,1,1,4,1,TA,7,0,No_FirePlace,Attchd,Fin,1,299,TA,379,36,0,0,0,0,MnPrv,0,2010,WD,Normal,1950_1980,Janvier_Mars,11.970350312009105
60,RL,8029,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,Ex,728,728,0,1456,0,0,2,1,3,1,Gd,8,0,No_FirePlace,Attchd,Fin,2,400,TA,100,24,0,0,0,0,No_Fence,0,2008,WD,Normal,2000_plus,Juillet_Septembre,12.078239274020289
60,RL,14054,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,879,879,Ex,879,984,0,1863,0,0,2,1,4,1,Gd,9,1,Gd,BuiltIn,Fin,3,660,TA,100,17,0,0,0,0,No_Fence,0,2006,New,Partial,2000_plus,Octobre_Decembre,12.297785453453374
75,RM,8850,IR1,Bnk,Corner,OldTown,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,MetalSd,MetalSd,No_Fence,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,815,815,Ex,815,875,0,1690,0,0,1,0,3,1,TA,7,1,Gd,Detchd,Unf,1,225,TA,0,0,330,0,0,0,No_Fence,0,2006,ConLw,Normal,1900_1950,Juillet_Septembre,11.877568578558138
20,RL,9100,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2001,2001,Gable,VinylSd,VinylSd,No_Fence,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1212,1212,Ex,1212,0,0,1212,0,0,2,0,3,1,Gd,6,0,No_FirePlace,Attchd,RFn,2,573,TA,356,0,0,0,0,0,No_Fence,0,2009,WD,Normal,2000_plus,Avril_Juin,12.089538829274222
20,RL,11235,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,4,5,1963,1979,Gable,HdBoard,HdBoard,No_Fence,51.0,TA,TA,CBlock,TA,TA,No,Rec,547,Unf,0,504,1051,Gd,1382,0,0,1382,0,0,1,1,3,1,TA,6,1,Po,Attchd,Unf,2,459,TA,0,82,0,0,0,0,No_Fence,0,2006,WD,Normal,1950_1980,Octobre_Decembre,11.904967552746252
20,RL,9353,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,5,1970,1970,Gable,MetalSd,MetalSd,No_Fence,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,864,864,Gd,864,0,0,864,0,0,1,0,3,1,TA,5,0,No_FirePlace,Attchd,Unf,1,280,TA,0,0,0,0,0,0,No_Fence,0,2006,Oth,Abnorml,1950_1980,Juillet_Septembre,11.661776411702583
60,RL,10400,Reg,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,No_Fence,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,866,866,Ex,866,913,0,1779,0,0,2,1,3,1,Gd,6,0,No_FirePlace,Attchd,RFn,2,546,TA,198,36,0,0,0,0,No_Fence,0,2009,WD,Normal,1980_200,Janvier_Mars,12.195517131590657
50,RM,6000,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,Wd Sdng,Wd Sdng,No_Fence,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,884,884,Ex,884,464,0,1348,1,0,1,0,3,1,TA,5,1,Fa,Detchd,Unf,1,216,TA,0,0,208,0,0,0,No_Fence,0,2009,WD,Normal,1950_1980,Avril_Juin,11.669929213779893
20,RL,9750,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,No_Fence,171.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1630,1630,Ex,1630,0,0,1630,0,0,2,0,3,1,Gd,6,1,TA,Attchd,Unf,2,451,TA,74,234,0,0,0,0,No_Fence,0,2009,WD,Normal,2000_plus,Octobre_Decembre,12.269047444691562
20,RL,10140,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,MnPrv,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,788,Unf,0,268,1056,Ex,1074,0,0,1074,1,0,1,1,3,1,TA,6,0,No_FirePlace,Attchd,RFn,2,495,TA,0,88,0,0,0,0,MnPrv,0,2006,WD,Normal,1950_1980,Juillet_Septembre,11.941455846009388
20,RL,14684,IR1,Lvl,CulDSac,SawyerW,Norm,1Fam,1Story,7,7,1990,1991,Hip,HdBoard,HdBoard,No_Fence,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,Gd,2196,0,0,2196,0,0,2,0,3,1,Gd,7,1,TA,Attchd,RFn,3,701,TA,84,70,0,0,0,0,No_Fence,0,2009,WD,Normal,1980_200,Avril_Juin,12.513189630620563
20,RH,8900,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,4,4,1966,1966,Gable,HdBoard,HdBoard,MnPrv,0.0,TA,TA,CBlock,TA,TA,No,Rec,1056,Unf,0,0,1056,TA,1056,0,0,1056,1,0,1,0,2,1,TA,5,0,No_FirePlace,Detchd,Unf,1,384,TA,0,42,0,0,0,0,MnPrv,0,2006,WD,Normal,1950_1980,Octobre_Decembre,11.580584113444043
